10859176	ucdt	Şok Bombası: Auraksium Madalyası
10897857	ucdt	Bilinmeyen bir hata algılandı.
10916576	ucdt	SINIFI
10974908	ucdt	Ara noktanızı takip edin.
11069320	ucdt	BİRLİĞİ DAĞIT
11125478	ucdt	Silahın varsayılan şarjör kapasitesine toplamda 6 mermi ekler.
11136766	ugdt	Rx1 (1x) - T-Dot
11205534	ugdt	"W" Hood Ornament
11338385	ucdt	The9 Placeholder
11535759	ucdt	Pulsar VS1
11588918	ucdt	İSTEKLER
11848663	ucdt	Galaksi Araç Çıkartması
11917812	ucdt	Yeniden Dolum Hızı 3
12236340	ugdt	Atv Pipe Organ Horn
12407691	ugdt	NSX Tengu
12475761	ucdt	Artık Müfreze liderisiniz!
12593078	ucdt	Caustic Smoke 4
12771382	ugdt	Phantom VA23
12839057	ucdt	VS Daredevil Ses Paketi
12865932	ucdt	Windblown Zırh Kamuflajı
13038543	ucdt	AYARLAR
13142877	ucdt	Silahın varsayılan cephane kapasitesine toplamda 24 roket ekler.
13234026	ucdt	Increases the maximum ammo capacity of the weapon by 12 bombs.
13355389	ucdt	The Skull Helmet causes terror in those unfortunate enough to oppose its wearer. VS use only.
13363165	ucdt	Comic Book
13792876	ucdt	Birlik mesajı gir...
14071264	ucdt	Harbinger 5
14150532	ugdt	Light Wave Silah Kamuflajı
14168072	ucdt	Quick Use
14252909	ucdt	Galaksi: Pine Forest
14286702	ucdt	G40-F Korucu, uçaklara karşı daha etkili olabilmek için yüksek irtiva aralığı ve 40mm'lik patlama çaplı mühimmata sahip ağır makineli bir uçak savar silahıdır. Bu silahı tüm taraflar kullanabilir.
14342849	ucdt	Yakın dövüş silahı ile bir düşman öldürüldüğünde 250 sağlık kazandırır. Bu hızlı yakın dövüş silahları üzerinde geçersizdir.
14465903	ugdt	Gladius
14522607	ucdt	Onatha Satellite A Spawn
14551584	ugdt	Modus Helmet
14552153	ucdt	Adds Mavi Şasi Aydınlatması to the under carriage of the Tacizci. TR use only.
14820257	ugdt	Dauntless Helmet 
14861919	ugdt	Sadık Asker Kamuflajı
14897638	ugdt	Verdure Stripes
14936075	ucdt	Lucanus Helmet
14940602	ucdt	Kokpit: Pink Glass
14979495	ucdt	Apply the Carbonation camo pattern to your armor. NC use only.
15001163	ucdt	A refined storage system allows the user to draw and holster the weapon more quickly.
15096864	ucdt	Artemis VX26
15326226	ugdt	Slicewire Silah Kamuflajı
15335924	ucdt	Idle Timer 9
15449551	ucdt	Aracınıza yapıştırılabilir bir çıkartma. Bu çıkartmayı sadece NC kullanabilir.
15672847	ucdt	Hassas Bombardıman Gövdesi
15707196	ucdn	
15743342	ucdt	Apply the Splatter camo pattern to your armor. TR use only.
15770477	ucdt	[*message*] in [*time*].
15837630	ucdt	REUSE
15902630	ugdt	Hava Freni 1
15917805	ugdt	Stargazer Helmet
16038114	ucdt	Sivrisinek Roll Rate - Seviye 5
16104159	ucdt	Stripe Zırh Kamuflajı
16136885	ucdt	Apply the single use Esamir Ice camo pattern to your vehicle. VS use only. Single use camo can only be applied to one loadout one time and must be used on this character.
16242309	ucdt	RAMS 50M: Gümüş Madalya
16245389	ucdt	ENABLE 1-CLICK ITEM PURCHASE
16246512	ugdt	Solid Light Tan Camo
16303167	ucdt	Hubcaps VS004 (DNT)
16389272	ucdt	Epsilon Scout Helmet
16526581	ugdt	Master Sgt. 3 Decal
16778736	ucdt	Wearable by all non-Max classes. NC use only.
16938632	ucdt	Apply the Amerish Forest v2 camo pattern to your vehicle. All factions can use this gear.
17026904	ucdt	Switching to your pistol is always faster than reloading your primary weapon.
17173216	ucdt	Galaksi Holiday Elf Horn
17265748	ucdt	Silahın varsayılan cephane kapasitesine toplamda 25 top mermisi ekler.
17294819	ucdt	NC Eagle Araç Çıkartması
17311565	ucdt	Select
17473378	ucdt	Atv Cupid Horn
17549041	ucdt	Expert Launcher Banner
17587018	ucdt	Adds cyan chassis lights to the under carriage of the Süvari. VS use only.
17590492	ucdt	Guardsman 2 Decal
17904405	ucdt	Life Support System 1 Description (14050) (DNT)
17953461	ucdt	Rebirth
18043913	ucdt	Stiletto: Auraksium Madalyası
18059147	ucdt	Cygnus: Bakır Madalya
18187134	ucdt	DIGT Araç Çıkartması
18368059	ucdt	The [*faction*] has linked to the northwest warpgate +[*points*] VP!
18369188	ucdt	Contains schematics for the Glaive IPC, Orbital Strike Uplink, and the Reinforcement Module. Unlocks for all factions.
18492427	ucdt	Küçük çaplı, ağır makinalı ve gatling silahlarından gelen hasarı 20% azaltır.
18523361	ucdt	Will you truly allow yourself to lose?
18529533	ucdt	Silahın varsayılan cephane kapasitesine toplamda 750 mermi ekler.
18536477	ucdt	Çavuş Çıkartması 1
18557678	ucdt	CAS 14-E: Bronz Madalya
18687921	ucdt	Mühendis Zırhı
18811314	ucdt	Increases the top speed of the Süvari by 2 KPH.
18929381	ugdt	Yağmacı Glowing Yellow Glass Decal
19066050	ucdt	Earn this service ribbon by defending facilities.
19243868	ucdt	Innova Placeholder Title 49 Description
19339270	ucdt	Customize your ground vehicle by adding a Gold Yarıcı Hood Ornament.
19547341	ucdt	Modeller için göreceğiniz kaliteyi ve mesafeyi değiştirir.
19594485	ucdt	Kötü İsim
19606686	ucdt	Komut desteklenmiyor /[*command*]
19955469	ucdt	Increases total Concussion Grenade capacity
20038202	ucdt	Yeniden Dolum Hızı 1
20066131	ucdt	Yağmacı Glowing Blue Glass Decal
20152766	ucdt	Single Use Pine Forest Silah Kamuflajı
20181099	ucdt	NC-9 A-Tross: Rozet
20287522	ucdt	M2 Mutilator (Sağ)
20458171	ucdt	Seriously, this is a huge sale!
20469087	ucdt	No players in your proximity.
20469931	ucdt	Lightning Lumifiber Trim 3
20649913	ucdt	The President: Rozet
20663112	ucdt	Further reduces the reuse timer of the EMP Spiker.
20707009	ucdt	Meteor: Altın Madalya
20775581	ucdt	10% Tecrübe Güçlendirmesi
20794311	ucdt	E
20825818	ucdt	VOGU Zırh Çıkartması
20931694	ucdt	Equinox VE2: Bakır Madalya
20939405	ucdt	Indar Plateau
20992380	ucdt	A30 Ayaklı-G
21263459	ucdt	Zealot Overdrive Engine 2
21458326	ucdt	Squad invitation is no longer valid.
21483383	ucdt	ACQUIRE >
21535440	ucdt	Lets everyone around you know that a trip in your Galaksi is comperable to a luxury cruise.
21541810	ugdt	Legacy - Enhanced Targeting 2
21579138	ucdt	Alkali Storage
21604125	ucdt	CRSEL
21852658	ucdt	Pulsar LSW: Gümüş Madalya
21855711	ucdt	Anti Vehicle Grenade: Altın Madalya
21879686	ugdt	Amerish Fieldplate
21918297	ucdt	Play Test - Saurva - VS
21972085	ucdt	YÖNETİCİ: Orbital Strike Gun
22228643	ucdt	Hizmet Adamı Çıkartması 1
22396785	ucdt	Cephane Kapasitesi 8
22441232	ucdt	P2-120 Zırh delici mermisi sayesinde düşman araçlarına karşı oldukça etkili bir silahtır. Bu silahı tüm taraflar kullanabilir.
22529979	ucdt	Galaksi M20 Suna
22626718	ucdt	Billboard 3
22759069	ucdt	Asker
22809581	ucdt	UYARI: HIVE KALKANINA SALDIRI VAR, KALAN KALKAN KORUMASI 100%!
23094985	ucdt	Increases the maximum ammo capacity of the weapon by 15 shots.
23174382	ucdt	Slayer: Bakır Madalya
23334549	ucdt	Striker AE
23351020	ucdt	Kokpit camını Sarı film ile kaplar. Bu etiketi sadece NC kullanabilir.
23547096	ugdt	Burger Tank
23585010	ugdt	5000 İmplant Puanı
23637006	ucdt	SÜZÜLME JETLERİ
23680351	ucdt	Tundra Camo
24052747	ucdt	NS-30 Vandal + Cert
24113681	ucdt	Lasher X2: Bakır Madalya
24120964	ucdt	Gelişmiş bir güç kaynağı kullanılarak Piyade'nin etrafında adrenalin kalkanı oluşturur ve güç tükeninceye kadar tüm hasarı içine emer. Bir düşman öldürüldüğünde gücün 41%'lik bir kısmı sarj edilir.
24432722	ucdt	Searhus Small Outpost 5
24656946	ucdt	Throw
24916434	ucdt	Wall Hugger Camo
25082896	ucdt	NC spotted!
25141321	ugdt	High Stakes Araç Kamuflajı
25155014	ucdt	Black Stag Decal
25178703	ugdt	NC Stalwart Ses Paketi
25220681	ugdt	1-3YE Helmet
25227965	ucdt	Shotgun Launcher Attachment Description
25461434	ugdt	Sleighbell Tire Trails
25499113	ucdt	The driver of this vehicle has disconnected!
25664499	ucdt	Adds the Drifter style hubcaps to your Tacizci. NC use only.
25931792	ugdt	Signifer
25974313	ucdt	The Technological Superiority Pack
25988157	ucdt	Searhus.SO.1
26020253	ucdt	Squad Logistics System
26053482	ugdt	Innova Placeholder Title 14
26113619	ugdt	Charger
26122902	ucdt	NS-60 Flamethrower: Bakır Madalya
26324002	ucdt	Zıplayan Betty: Bakır Madalya
26380568	ucdt	Mühimmat Paketi: Auraksium Madalyası
26384072	ugdt	Lumine Edge
26506270	ugdt	Gold Smiley Face Hood Ornament
26601005	ugdt	Ironclad Silah Kamuflajı
26631788	ucdt	Kill Vanu Sovereignty enemies
26642336	ucdt	Bruiser
26781616	ucdt	60mm: Altın Madalya
26781661	ugdt	Yarbay
26857586	ucdt	Sınıf değiştirmek için ekipman terminalini kullanın.<br> Bir ekipman terminali ile etkileşim kurun ve menüden istediğiniz sınıfı seçin.<br> Bu sınıfa geçmek için ŞİMDİ KUŞAN düğmesine basın.
26904912	ucdt	The NS Patriot Flare Gun fires flares of all shapes and colors. All factions can use this weapon.
26918898	ucdt	Yarıcı Excalibur Rims
27058421	ucdt	Adds Lumifiber Trim to the Yağmacı. NC use only.
27487580	ucdt	Woven Web Zırh Kamuflajı
27569131	ugdt	Teğmen Çıkartması 3
27573659	ucdt	ÖNE ÇIKAN EŞYA
27579189	ucdt	Intel Paketi
27587516	ucdt	Decal of Japan Vanu Sovereignty Gardiyans
27589011	ucdt	M77-B: Gümüş Madalya
27716972	ugdt	Yeniden Dolum Hızı 3
27870553	ugdt	Ünvan: Kelle Avcısı
27900811	ucdt	Bukalemun Modülü
27948694	ucdt	Cephane Kapasitesi 3
28166130	ucdt	Blueshift: Gümüş Madalya
28266309	ucdt	Flying Vehicles
28294374	ucdt	Savaşa Katıl Başlat/Durdur
28352220	ucdt	Alınan hasarı her 5 saniyede bir 8.33% oranında tamir eder. Alınan hasar devam ederse otomatik tamiri 8 saniye boyunca devredışı bırakır.
28436706	ucdt	Terran Cumhuriyeti'nin logosunu içeren şenlikli bir kırmızı şapka.<br><font color="#2af72a">+50% xp when worn</font><br><font color="#FF0000">Bu eşya sadece kış tatiil sezonunda kullanılabilir.</font>
28555222	ucdt	Silahın varsayılan şarjör kapasitesine toplamda 15 mermi ekler.
28871811	ucdt	Turbo yakıtı için dolum hızını arttırır. Boş bir yakıt deposunu 22.5 saniye içinde tamamen doldurur.
29013835	ugdt	Brigadier
29338155	ugdt	Recon Guard
29443278	ucdt	Customize your ground vehicle by adding a Chrome Pistol Hood Ornament. NC use only.
29531896	ucdt	Zırhınıza yapıştırılabilir bir çıkartma. Bu çıkartmayı sadece NC kullanabilir.
29555704	ucdt	Dark Wave
29589979	ucdt	Silahın varsayılan cephane kapasitesine toplamda 600 mermi ekler.
29757664	ugdt	Dark Digital Silah Kamuflajı
29781970	ucdt	Kullanıcı '[*target*]' bulunamadı.
29784673	ucdt	Snowflake Hood Ornament
29843708	ugdt	Gold Carapace Plating
29907536	ucdt	Allows use of various weapon attachments
30003759	ucdt	Esamir: Cap and Hold
30044864	ucdt	Silahın varsayılan cephane kapasitesine toplamda 210 mermi ekler.
30073334	ucdt	Kokpit: Slate Blue Decal
30235731	ucdt	Araç maliyeti kaynak puanından düşüldü.
30313273	ucdt	This customization adds a decal to your amor. Usable by all factions.
30560964	ucdt	Gear Blitz Araç Çıkartması
30765222	ucdt	Kurtarıcı Razor Fins
30926702	ucdt	Cephane Dağıtıcı
30953560	ucdt	Piyade Savar Tareti: Auraksium Madalyası
30999365	ucdt	Silahın varsayılan cephane kapasitesine toplamda 300 mermi ekler.
31058667	ucdt	Direnç Kalkanı 4
31304622	ucdt	Anka Kuşu AE: Auraksium Madalyası
31357571	ucdt	Sivrisinek Vertical Thrust - Seviye 4
31749292	ucdt	Apply the single use Amerish Forest v2 camo pattern to your weapon. TR use only. Single use camo can only be applied to one loadout one time and must be used on this character.
31768226	ucdt	VS - Auto-Pistol - Mid - V3 Description(Delete Me -BB)
31807863	ucdt	Increases the turn rate of the aircraft.
31831828	ugdt	Tırpan Darkstar Plating
32368168	ucdt	Playtest Biolab TR
32371236	ucdt	Flare VE6: Gümüş Madalya
32498577	ucdt	Impossibly good sales, you say?  Nothing's impossible when you're Nanite Ned.
32769396	ugdt	El Bombası Omuz Kayışı 3
32882379	ucdt	Apply the Honeycomb camo pattern to your vehicle. NC use only.
32929276	ucdt	4x Scope Attachment 01 description
33184855	ucdt	Savaştan çıktıktan 10 saniye sonra, saniyede 35 sağlık kazandırır.
33230082	ugdt	Sivrisinek Holiday Sleigh Bells Horn
33295072	ucdt	Tank mayınlarından alınan hasarı 55% azaltır.
33379107	ucdt	OEM_AUTO
33488138	ugdt	Valkyrie Cyan Lumifiber Digital Trim
33673405	ucdt	Sungrey Ana Canlandırma Odası
33961837	ucdt	A deployable box of cookies, candy, and ammunition for all the good soldiers of Auraxis. <font color="#dc9c36"><br><br>Only available during Auraximas.</font>
34203364	ucdt	The Valkyrie is a six person aircraft used for close air support and transportation. It is crewed by a pilot and a forward gunner.
34269505	ucdt	NS-60 Flamethrower: Gümüş Madalya
34380354	ucdt	LHand
34426394	ucdt	Yeşil Şasi Aydınlatması
34476555	ucdt	Reduces damage taken from flak by 6%.
34976242	ucdt	Test Item 1
35074013	ucdt	Yellow Süvari Chassis Lights
35298697	ucdt	VS Jet Pack Ability 3
35397036	ugdt	Esamir Mountaineer Zırh Kamuflajı
35417607	ugdt	Victory Over Internet Protocol Araç Çıkartması
35584143	ucdt	3 Gün İndirim
35699712	ugdt	NC Kadın Casus 
35904686	ucdt	Be aware, Vanu scientists have recently added additional directive tracking capacity to your rebirthing matrix. Exceptional achievements are now incorporated into future rebirths.
35952621	ucdt	Hvar
35998047	ugdt	Out With a Bang
36332792	ucdt	NC05 Jackhammer
36489265	ucdt	Designed for raw power, this black variant of the Decimator is unmatched in its destructive potential against enemy vehicles and infantry. All factions can use NS weapons.
36528031	ucdt	Right Hand Weapon
36951106	ucdt	Aracınıza yapıştırılabilir bir çıkartma. Bu çıkartmayı sadece VS kullanabilir.
37058432	ucdt	Adds Lumifiber Trim to the Tırpan. VS use only.
37124653	ucdt	NS-10B Burster
37222466	ucdt	Silah Feneri
37427943	ucdt	The Brawler: Rozet
37539860	ucdt	Taarruz Tüfeği: Equinox VE2 Select
37597037	ucdt	Kokpit: Smiley Face Decal
37917192	ucdt	Creates a laser grid overhead that will severely injure enemy infantry that pass through it. TR only.
38028419	ucdt	Kilitlenmelere karşı kitlenme süresini 1 saniye uzatır. Aracın mini haritada otomatik olarak işaretlenmesini engeller.
38074991	ucdt	Daedalus: Gümüş Madalya
38143243	ucdt	Temperate Forest Araç Kamuflajı
38188351	ugdt	FAZE Famous Zealots Araç Çıkartması
38209139	ugdt	Temperate Chaparral
38245844	ucdt	FAC.DomeShield.Tech
38278514	ucdt	Havada Durma İstikrarı
38331252	ucdt	ERKEK
38401619	ucdt	Birincil Sağ: Anti-Air: NS-10B Burster
38477143	ucdt	Apply the Amerish Scrub camo pattern to your weapon. All factions can use this gear.
38492857	ucdt	Hurakan Secure Storage
38588024	ugdt	Heroic Boost - 6 Month (Account Grant)
38619927	ugdt	PS1 Gold Hood Ornament
38727709	ugdt	Tacizci Venom Windshield
38764221	ucdt	Yağmacı Spray Cannon  - Certification Description
38807292	ucdt	The Focused Proton AP is a hard-hitting armor piercing plasma cannon that delivers massive damage to armored targets.  This cannon requires greater accuracy to be effective.
38832645	ucdt	This customization adds a Red Metallic decal to the cockpit glass. TR use only.
39068980	ugdt	Exarch Helmet
39795506	ucdt	TX1-FB Repeater: Bakır Madalya
39809539	ucdt	PAYPAL
39822183	ucdt	The9 Placeholder
39897693	ucdt	Sayısal Tuş Takımı 5
39931042	ucdt	Nanite Baron G5 GOLD Description
40168669	ucdt	SİLAHLAR
40221327	ucdt	Chrome Spliced Plating
40297664	ugdt	Red Lumiball
40468891	ucdt	Capture 9 Resources on any Continent
40518942	ucdt	Cephane Kapasitesi 10
40534759	ugdt	Viper Silah Kamuflajı
40766779	ucdt	Orbital Strike
40768076	ucdt	Nanoweave Armor is capable of absorbing more damage than its standard issue counterpart
40769121	ucdt	2016 Holiday Countdown Day 14
40920576	ucdt	Hades VSH4
40940113	ucdt	Eidolon VE33 
41302383	ucdt	BONUS PAKETİ
41629338	ucdt	"C" Hood Ornament
41688339	ucdt	Savaş mı arıyorsun?
41696956	ugdt	Penguin Platoon Araç Çıkartması
41700906	ucdt	Cert Attachment
41702717	ucdt	Illuminate the battlefield with these front-facing Duskbuster Headlights for your Yarıcı. All factions can use this gear.
41714271	ucdt	Silahın yeniden dolum hızını 0.1 saniye azaltır.
41908725	ucdt	Sivrisinek Condor Plating
41958997	ugdt	Kurtarıcı Cepheus Cockpit
41990058	ucdt	Increases the top speed of the Öncü by 2 KPH.
42001458	ucdt	Gelişmiş, fren, dönüş ve toparlanma gücüyle donatılmıştır. (Bir önceki seviyeden daha etkilidir)
42083860	ucdt	Sıçrama Jetleri 3
42322991	ugdt	NSX Daimyo
42396152	ucdt	Completing the final directive tier awards you with highly classified <font color="#7ff4ff">Auraxium weapons and gear</font>.
42610373	ucdt	The Executive: Auraksium Madalyası
42829610	ucdt	Quad 120mm Cannon Tank Destroyer
42992443	ucdt	An allied commander has placed this smoke beacon to call attention to a particular location. If you are uncertain of your orders, make sure to request more information on the target.
43312432	ucdt	Aracınızı gizlemek için bir kamuflaj. Bu kamuflajı sadece TR kullanabilir.
43483024	ucdt	The first five ribbons you earn each day grant double their bonus experience.
43546748	ucdt	YARICI: SAVUNMA YUVASI
43623280	ucdt	Casus: Kill at least 3 players with a C-4 Explosive
43628027	ucdt	Decreases horizontal sway during recoil.
43631079	ucdt	Could use a repair!
43691011	ucdt	Overseer 3
43781416	ucdt	TR: Scout Rifle Decal
43782081	ugdt	General 5 Decal
43794960	ucdt	Expert Carbine Banner
43922044	ucdt	Desperado Ribbon
43964573	ucdt	Raven Left: Altın Madalya
44243892	ucdt	Allows use of additional fire modes
44291005	ucdt	Vehicle - Valkyrie - Weapon 06 - 60mm - Ammo - Ammo Capacity 10
44325738	ucdt	Silahın varsayılan cephane kapasitesine toplamda 8 el bombası ekler.
44379053	ucdt	NS-61B Emissary Bakır Madalya
44517814	ucdt	TR: SMG Pentagon Decal
44542357	ugdt	VS Combat Medic Shield 2 Placeholder
44613354	ugdt	Tatil Afişi II
44893705	ucdt	Birliğinizin seçtiği çıkartmayı zırhınıza yapıştırabilirsiniz. Sadece satın alınan karakter tarafından kullanılabilir.
45026780	ucdt	Today Only! Solid Dark Tan Camo Available!
45043352	ucdt	Apply the Mongo Spots camo pattern to your vehicle. TR use only.
45082946	ucdt	AF-18 Stalker AE: Bakır Madalya
45093605	ugdt	M20 Wyvern
45176332	ucdt	Işınlayıcılar tesis içinde hızlı ulaşım sağlar. Işınlanmak için, içine girmeniz yeterli.
45227362	ucdt	M8 Pounder SKEP: Bakır Madalya
45270491	ucdt	Silahın varsayılan cephane kapasitesine toplamda 130 mermi ekler.
45275415	ugdt	Archon 3 Decal
45351300	ucdt	The Skull Helmet causes terror in those unfortunate enough to oppose its wearer. TR use only.
45391427	ucdt	Rocket Launcher lock-on Angle Skill Line Description
45661093	ucdt	Klip 01
46146667	ucdt	Müttefik kontrol noktalarının kalkan kapasitesini artırır
46347937	ucdt	LMG: Flare VE6 Select
46355128	ucdt	Yağmacı Blast Shield Glass Decal
46367265	ucdt	Siperlik Kalkanı 2
46430589	ucdt	Unknown error detected.
46658132	ucdt	The R85 Rocket Launcher is ideal for engaging heavily armored targets
46711295	ugdt	Galaksi Vulture Cockpit
46826478	ucdt	Silah Lazeri, silahın nişan alma doğruluğunu ve havada tutuş hassasiyetini 25% arttırır.
46903786	ucdt	Squad Deploy is unavailable to MAXes. Redeploy or change classes at an equipment terminal to use Squad Deploy.
47194942	ucdt	Kontra Charger Helmet
47201002	ucdt	İsviçre Zırh Çıkartması
47215298	ucdt	T5 AMC: Altın Madalya
47374953	ucdt	Primary 2: Anti-Air: Burster XS
47380077	ucdt	Tırpan Smiley Face Glass Decal
47393583	ucdt	Passenger Ammo Regen
47452368	ucdt	Silahın yeniden dolum hızını 0.3 saniye azaltır.
47710316	ucdt	Increases holiday xp bonus on all Holiday Hats by 10%!  Remember to requip your hat.<br><br><font color="#FF0000">Only applies to purchased Holiday Hats</font>
47874068	ucdt	Normal düşüşlerde alınacak hasarı 75 metreye kadar korur. Ölümcül düşüşlerde alınacak hasarı 230 metreye kadar korur ve sizinle çarpışan araçlardan alınacak hasarı 20% azaltır. <font color="#dc9c36">MAX için kuşanılabilir.</font>
47907301	ugdt	TR-E001 Personal Shield unit
48031490	ucdt	Korna
48125287	ucdt	TR Carbine Rifle Group
48125526	ugdt	Sıhhıye'nin Avcı Tüfeğine erişim izni
48438950	ucdt	Silahın varsayılan cephane kapasitesine toplamda 490 mermi ekler.
48526290	ucdt	T4 AMP: Altın Madalya
48566343	ucdt	NS Baron G5: Auraksium Madalyası
48568102	ucdt	Innova Placeholder Title 20 Description
48621708	ucdt	Silahın varsayılan cephane kapasitesine toplamda 400 mermi ekler.
48755754	ucdt	Aracın toplam savunma sağlığını 18% arttırır.
49034992	ucdt	MÜFREZEDEN AYRIL
49334622	ugdt	Revolver Zırh Çıkartması
